Publisher,ISSN,title,mode,APC,year
Wiley,14679655,Journal of the Royal Anthropological Institute,Hybrid,4120,2023
Wiley,10970010,Journal of the Science of Food and Agriculture,Hybrid,4400,2023
Wiley,19383657,Journal of the Society for Information Display,Hybrid,3090,2023
Wiley,14679892,Journal of Time Series Analysis,Hybrid,4020,2023
Wiley,17538424,Journal of Topology,Hybrid,3710,2023
Wiley,15736598,Journal of Traumatic Stress,Hybrid,2830,2023
Wiley,15509613,Journal of Ultrasound in Medicine,Hybrid,3710,2023
Wiley,16541103,Journal of Vegetation Science,Hybrid,3910,2023
Wiley,14764431,Journal of Veterinary Emergency and Critical Care,Hybrid,3090,2023
Wiley,13652885,Journal of Veterinary Pharmacology and Therapeutics,Hybrid,4220,2023
Wiley,15480585,Journal of Vinyl & Additive Technology,Hybrid,3450,2023
Wiley,13652893,Journal of Viral Hepatitis,Hybrid,4330,2023
Wiley,14697998,Journal of Zoology,Hybrid,4020,2023
Wiley,17556988,Juvenile and Family Court Journal,Hybrid,2630,2023
Wiley,10991441,Knowledge and Process Management,Hybrid,2630,2023
Wiley,14676435,Kyklos,Hybrid,3450,2023
Wiley,14679914,LABOUR,Hybrid,2630,2023
Wiley,14401770,"Lakes & Reservoirs: Science, Policy and Management for Sustainable Use",Hybrid,2630,2023
Wiley,1099145X,Land Degradation and Development,Hybrid,4740,2023
Wiley,1749818X,Language & Linguistics Compass,Hybrid,2630,2023
Wiley,14679922,Language Learning,Hybrid,3450,2023
Wiley,18638899,Laser & Photonics Reviews,Hybrid,4430,2023
Wiley,10969101,Lasers in Surgery and Medicine,Hybrid,4330,2023
Wiley,20417373,Latin American Policy,Hybrid,2630,2023
Wiley,14679930,Law & Policy,Hybrid,3040,2023
Wiley,15405893,Law & Society Review,Hybrid,2580,2023
Wiley,15315355,Leader to Leader,Hybrid,2550,2023
Wiley,17414857,Learned Publishing,Hybrid,3090,2023
Wiley,15405826,Learning Disabilities Research & Practice,Hybrid,2630,2023
Wiley,20448333,Legal and Criminological Psychology,Hybrid,3350,2023
Wiley,19399162,Legislative Studies Quarterly,Hybrid,3190,2023
Wiley,19395590,Limnology and Oceanography,Hybrid,3200,2023
Wiley,15396088,Limnology and Oceanography Bulletin,Hybrid,3200,2023
Wiley,15415856,Limnology and Oceanography: Methods,Hybrid,3200,2023
Wiley,15589307,Lipids,Hybrid,3450,2023
Wiley,17414369,Literacy,Hybrid,3140,2023
Wiley,17414113,Literature Compass,Hybrid,2630,2023
Wiley,14783231,Liver International,Hybrid,4740,2023
Wiley,15576833,Lubrication Science,Hybrid,3760,2023
Wiley,15227243,Luminescence: The Journal of Biological and Chemical Luminescence,Hybrid,3040,2023
Wiley,17575672,LUTS,Hybrid,2940,2023
Wiley,16165195,Macromolecular Bioscience,Hybrid,4430,2023
Wiley,15213935,Macromolecular Chemistry and Physics,Hybrid,4020,2023
Wiley,15213927,Macromolecular Rapid Communications,Hybrid,4120,2023
Wiley,18628338,Macromolecular Reaction Engineering,Hybrid,4020,2023
Wiley,15213900,Macromolecular Symposia,Hybrid,4020,2023
Wiley,15213919,Macromolecular Theory and Simulations,Hybrid,4020,2023
Wiley,1097458X,Magnetic Resonance in Chemistry,Hybrid,4200,2023
Wiley,15222594,Magnetic Resonance in Medicine,Hybrid,3500,2023
Wiley,13652907,Mammal Review,Hybrid,3710,2023
Wiley,10991468,Managerial and Decision Economics,Hybrid,2830,2023
Wiley,14390485,Marine Ecology,Hybrid,3450,2023
Wiley,17487692,Marine Mammal Science,Hybrid,3090,2023
Wiley,10982787,Mass Spectrometry Reviews,Hybrid,4740,2023
Wiley,15214176,Materials and Corrosion,Hybrid,3860,2023
Wiley,15214052,Materialwissenschaft und Werkstofftechnik,Hybrid,3140,2023
Wiley,14679965,Mathematical Finance,Hybrid,3660,2023
Wiley,15213870,Mathematical Logic Quarterly,Hybrid,2630,2023
Wiley,10991476,Mathematical Methods in the Applied Sciences,Hybrid,4530,2023
Wiley,20417942,Mathematika,Hybrid,3710,2023
Wiley,15222616,Mathematische Nachrichten,Hybrid,3140,2023
Wiley,13652915,Medical and Veterinary Entomology,Hybrid,3750,2023
Wiley,15481387,Medical Anthropology Quarterly,Hybrid,3090,2023
Wiley,13652923,Medical Education,Hybrid,5050,2023
Wiley,13265377,Medical Journal of Australia,Hybrid,3090,2023
Wiley,24734209,Medical Physics,Hybrid,3040,2023
Wiley,10981128,Medicinal Research Reviews,Hybrid,4740,2023
Wiley,14679973,Metaphilosophy,Hybrid,2630,2023
Wiley,19455100,Meteoritics & Planetary Science,Hybrid,3090,2023
Wiley,1467999X,Metroeconomica,Hybrid,3040,2023
Wiley,13480421,Microbiology and Immunology,Hybrid,2750,2023
Wiley,15498719,Microcirculation,Hybrid,3550,2023
Wiley,10970029,Microscopy Research and Technique,Hybrid,3860,2023
Wiley,10982752,Microsurgery,Hybrid,3450,2023
Wiley,10982760,Microwave and Optical Technology Letters,Hybrid,3040,2023
Wiley,14754967,Middle East Policy,Hybrid,3140,2023
Wiley,1094348X,Milton Quarterly,Hybrid,2630,2023
Wiley,14680017,Mind & Language,Hybrid,3760,2023
Wiley,1751228X,"Mind, Brain, and Education",Hybrid,3240,2023
Wiley,14682230,Modern Law Review,Hybrid,3090,2023
Wiley,14680025,Modern Theology,Hybrid,2630,2023
Wiley,10982744,Molecular Carcinogenesis,Hybrid,4220,2023
Wiley,1365294X,Molecular Ecology,Hybrid,4940,2023
Wiley,17550998,Molecular Ecology Resources,Hybrid,4940,2023
Wiley,18681751,Molecular Informatics,Hybrid,3450,2023
Wiley,13652958,Molecular Microbiology,Hybrid,4020,2023
Wiley,16134133,Molecular Nutrition & Food Research,Hybrid,4430,2023
Wiley,20411014,Molecular Oral Microbiology,Hybrid,3860,2023
Wiley,10982795,Molecular Reproduction & Development,Hybrid,4020,2023
Wiley,15405834,Monographs of the Society for Research in Child Development,Hybrid,2940,2023
Wiley,15318257,Movement Disorders,Hybrid,4070,2023
Wiley,23301619,Movement Disorders Clinical Practice(Electronic),Hybrid,3090,2023
Wiley,10974598,Muscle & Nerve,Hybrid,4530,2023
Wiley,15570681,Musculoskeletal Care,Hybrid,2940,2023
Wiley,15481379,Museum Anthropology,Hybrid,3090,2023
Wiley,14682249,Music Analysis,Hybrid,2630,2023
Wiley,14390507,Mycoses,Hybrid,4330,2023
Wiley,14698129,Nations and Nationalism,Hybrid,3400,2023
Wiley,14778947,Natural Resources Forum,Hybrid,2630,2023
Wiley,21688281,Natural Sciences Education,Hybrid,1150,2023
Wiley,15206750,Naval Research Logistics,Hybrid,3350,2023
Wiley,18730604,Near Surface Geophysics,Hybrid,3090,2023
Wiley,15719979,Negotiation Journal,Hybrid,2630,2023
Wiley,14401797,Nephrology,Hybrid,3760,2023
Wiley,10970037,Networks,Hybrid,3400,2023
Wiley,13652982,Neurogastroenterology & Motility,Hybrid,4640,2023
Wiley,20494173,Neurology and Clinical Neuroscience,Hybrid,2730,2023
Wiley,14401789,Neuropathology,Hybrid,3240,2023
Wiley,13652990,Neuropathology and Applied Neurobiology,Hybrid,4070,2023
Wiley,15206777,Neurourology and Urodynamics,Hybrid,4530,2023
Wiley,17412005,New Blackfriars,Hybrid,2630,2023
Wiley,15360717,New Directions for Adult and Continuing Education,Hybrid,3140,2023
Wiley,15360733,New Directions for Community Colleges,Hybrid,3140,2023
Wiley,1534875X,New Directions for Evaluation,Hybrid,3140,2023
Wiley,15360741,New Directions for Higher Education,Hybrid,3140,2023
Wiley,23733357,New Directions for Student Leadership,Hybrid,3140,2023
Wiley,15360695,New Directions for Student Services,Hybrid,3140,2023
Wiley,15360768,New Directions for Teaching and Learning,Hybrid,3140,2023
Wiley,14698137,New Phytologist,Hybrid,5510,2023
Wiley,1468005X,"New Technology, Work and Employment",Hybrid,3610,2023
Wiley,17457939,New Zealand Geographer,Hybrid,2630,2023
Wiley,10991492,NMR in Biomedicine,Hybrid,5150,2023
Wiley,15427854,Nonprofit Management and Leadership,Hybrid,3140,2023
Wiley,17561051,Nordic Journal of Botany,Hybrid,2730,2023
Wiley,15488454,North American Journal of Aquaculture,Hybrid,3350,2023
Wiley,15488675,North American Journal of Fisheries Management,Hybrid,3860,2023
Wiley,14680068,Noûs,Hybrid,2630,2023
Wiley,10991506,Numerical Linear Algebra With Applications,Hybrid,4430,2023
Wiley,10982426,Numerical Methods for Partial Differential Equations,Hybrid,3400,2023
Wiley,14422018,Nursing & Health Sciences,Hybrid,4020,2023
Wiley,14785153,Nursing In Critical Care,Hybrid,3090,2023
Wiley,14401800,Nursing Inquiry,Hybrid,4330,2023
Wiley,1466769X,Nursing Philosophy,Hybrid,3550,2023
Wiley,17470080,Nutrition & Dietetics,Hybrid,2780,2023
Wiley,14673010,Nutrition Bulletin,Hybrid,3090,2023
Wiley,19412452,Nutrition in Clinical Practice,Hybrid,3150,2023
Wiley,1930739X,Obesity,Hybrid,4740,2023
Wiley,1467789X,Obesity Reviews,Hybrid,4940,2023
Wiley,18344461,Oceania,Hybrid,2630,2023
Wiley,16000706,Oikos,Hybrid,3300,2023
Wiley,17530237,OPEC Energy Review,Hybrid,2630,2023
Wiley,14751313,Ophthalmic and Physiological Optics,Hybrid,3860,2023
Wiley,10991514,Optimal Control Applications and Methods,Hybrid,4020,2023
Wiley,16010825,Oral Diseases,Hybrid,4840,2023
Wiley,18814204,Oral Science International,Hybrid,3140,2023
Wiley,1752248X,Oral Surgery,Hybrid,2940,2023
Wiley,16000730,Orbis Litterarum,Hybrid,2630,2023
Wiley,16016343,Orthodontics & Craniofacial Research,Hybrid,3660,2023
Wiley,10976817,Otolaryngology–Head and Neck Surgery,Hybrid,3600,2023
Wiley,14680084,Oxford Bulletin of Economics and Statistics,Hybrid,3550,2023
Wiley,14680092,Oxford Journal of Archaeology,Hybrid,2630,2023
Wiley,14680106,Pacific Economic Review,Hybrid,2630,2023
Wiley,19765118,Pacific Focus,Hybrid,2550,2023
Wiley,14680114,Pacific Philosophical Quarterly,Hybrid,2630,2023
Wiley,15408159,Pacing and Clinical Electrophysiology,Hybrid,3970,2023
Wiley,10991522,Packaging Technology and Science,Hybrid,3760,2023
Wiley,13653016,Paediatric and Perinatal Epidemiology,Hybrid,4430,2023
Wiley,15332500,Pain Practice,Hybrid,4120,2023
Wiley,14754983,Palaeontology,Hybrid,4530,2023
Wiley,25724525,Paleoceanography and Paleoclimatology,Hybrid,3700,2023
Wiley,20562802,Papers in Palaeontology,Hybrid,4070,2023
Wiley,14355957,Papers In Regional Science,Hybrid,3660,2023
Wiley,13653024,Parasite Immunology,Hybrid,4020,2023
Wiley,17500206,Parliamentary History,Hybrid,2630,2023
Wiley,15214117,Particle & Particle Systems Characterization,Hybrid,4020,2023
Wiley,14401827,Pathology International,Hybrid,3610,2023
Wiley,14680130,Peace & Change,Hybrid,3140,2023
Wiley,13993038,Pediatric Allergy and Immunology,Hybrid,4900,2023
Wiley,14609592,Pediatric Anesthesia,Hybrid,4120,2023
Wiley,15455017,Pediatric Blood & Cancer,Hybrid,4330,2023
Wiley,15251470,Pediatric Dermatology,Hybrid,3550,2023
Wiley,20476310,Pediatric Obesity,Hybrid,4430,2023
Wiley,10990496,Pediatric Pulmonology,Hybrid,4740,2023
Wiley,13993046,Pediatric Transplantation,Hybrid,3550,2023
Wiley,1442200X,Pediatrics International,Hybrid,2700,2023
Wiley,24758817,Peptide Science,Hybrid,3550,2023
Wiley,16000757,Periodontology 2000,Hybrid,4020,2023
Wiley,10991530,Permafrost and Periglacial Processes,Hybrid,4070,2023
Wiley,14756811,Personal Relationships,Hybrid,2850,2023
Wiley,1932863X,Personality and Mental Health,Hybrid,3450,2023
Wiley,17446570,Personnel Psychology,Hybrid,3090,2023
Wiley,19312393,Perspectives On Sexual and Reproductive Health,Hybrid,2970,2023
Wiley,15264998,Pest Management Science,Hybrid,5100,2023
Wiley,15391612,Pharmaceutical Statistics,Hybrid,4430,2023
Wiley,10991557,Pharmacoepidemiology and Drug Safety,Hybrid,4740,2023
Wiley,18759114,Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,Hybrid,3660,2023
Wiley,14679191,Philosophical Forum,Hybrid,2630,2023
Wiley,14679205,Philosophical Investigations,Hybrid,2630,2023
Wiley,17582237,Philosophical Issues,Hybrid,2630,2023
Wiley,15208583,Philosophical Perspectives,Hybrid,3050,2023
Wiley,10884963,Philosophy & Public Affairs,Hybrid,3140,2023
Wiley,19331592,Philosophy and Phenomenological Research,Hybrid,2630,2023
Wiley,17479991,Philosophy Compass,Hybrid,2630,2023
Wiley,17511097,Photochemistry and Photobiology,Hybrid,4120,2023
Wiley,16000781,"Photodermatology, Photoimmunology & Photomedicine",Hybrid,4120,2023
Wiley,14401835,Phycological Research,Hybrid,3450,2023
Wiley,18626319,physica status solidi (a) applications and materials science,Hybrid,4020,2023
Wiley,15213951,physica status solidi (b) basic solid state physics,Hybrid,4020,2023
Wiley,18626270,physica status solidi (RRL) rapid research letters,Hybrid,4020,2023
Wiley,15213943,Physik in unserer Zeit,Hybrid,3660,2023
Wiley,13993054,Physiologia Plantarum,Hybrid,3760,2023
Wiley,13653032,Physiological Entomology,Hybrid,3550,2023
Wiley,14712865,Physiotherapy Research International,Hybrid,2940,2023
Wiley,10991565,Phytochemical Analysis,Hybrid,3970,2023
Wiley,10991573,Phytotherapy Research,Hybrid,4430,2023
Wiley,1755148X,Pigment Cell & Melanoma Research,Hybrid,4530,2023
Wiley,14388677,Plant Biology,Hybrid,3090,2023
Wiley,14390523,Plant Breeding,Hybrid,4120,2023
Wiley,13653059,Plant Pathology,Hybrid,4330,2023
Wiley,14421984,Plant Species Biology,Hybrid,2750,2023
Wiley,13653040,"Plant, Cell & Environment",Hybrid,5050,2023
Wiley,16128869,Plasma Processes and Polymers,Hybrid,4530,2023
Wiley,19341563,PM&R,Hybrid,3140,2023
Wiley,15552934,PoLAR: Political and Legal Anthropology Review,Hybrid,3090,2023
Wiley,19442866,Policy & Internet (Electronic),Hybrid,3240,2023
Wiley,15410072,Policy Studies Journal,Hybrid,3860,2023
Wiley,14679221,Political Psychology,Hybrid,3860,2023
Wiley,17471346,Politics & Policy,Hybrid,2630,2023
Wiley,15480569,Polymer Composites,Hybrid,4070,2023
Wiley,15482634,Polymer Engineering & Science,Hybrid,4070,2023
Wiley,10970126,Polymer International,Hybrid,3700,2023
Wiley,10991581,Polymers for Advanced Technologies,Hybrid,4430,2023
Wiley,17284457,Population and Development Review,Hybrid,3190,2023
Wiley,1438390X,Population Ecology,Hybrid,3000,2023
Wiley,15448452,"Population, Space and Place",Hybrid,4430,2023
Wiley,19442858,Poverty & Public Policy (Electronic),Hybrid,2630,2023
Wiley,10970223,Prenatal Diagnosis,Hybrid,4640,2023
Wiley,17415705,Presidential Studies Quarterly,Hybrid,3140,2023
Wiley,16177061,Proceedings in Applied Mathematics & Mechanics,Hybrid,3090,2023
Wiley,1460244X,Proceedings of the London Mathematical Society,Hybrid,4430,2023
Wiley,15475913,Process Safety Progress,Hybrid,3240,2023
Wiley,19375956,Production and Operations Management,Hybrid,2580,2023
Wiley,1099159X,Progress in Photovoltaics: Research and Applications,Hybrid,5150,2023
Wiley,15214087,"Propellants, Explosives, Pyrotechnics",Hybrid,3660,2023
Wiley,1469896X,Protein Science,Hybrid,4070,2023
Wiley,10970134,"Proteins: Structure, Function, and Bioinformatics",Hybrid,4120,2023
Wiley,16159861,Proteomics,Hybrid,4220,2023
Wiley,18628354,PROTEOMICS - Clinical Applications,Hybrid,4020,2023
Wiley,20460260,PsyCh Journal,Hybrid,2580,2023
Wiley,14401819,Psychiatry and Clinical Neurosciences,Hybrid,2000,2023
Wiley,14798301,Psychogeriatrics,Hybrid,3400,2023
Wiley,15206793,Psychology & Marketing,Hybrid,3450,2023
Wiley,20448341,"Psychology and Psychotherapy: Theory, Research and Practice",Hybrid,4070,2023
Wiley,15206807,Psychology in the Schools,Hybrid,3040,2023
Wiley,10991611,Psycho-Oncology,Hybrid,4940,2023
Wiley,14698986,Psychophysiology,Hybrid,4020,2023
Wiley,14679299,Public Administration,Hybrid,3760,2023
Wiley,1099162X,Public Administration and Development,Hybrid,2730,2023
Wiley,15406210,Public Administration Review,Hybrid,3860,2023
Wiley,15405850,Public Budgeting & Finance,Hybrid,3140,2023
Wiley,15251446,Public Health Nursing,Hybrid,3240,2023
Wiley,10991638,Quality and Reliability Engineering International,Hybrid,4330,2023
Wiley,1477870X,Quarterly Journal of the Royal Meteorological Society,Hybrid,3910,2023
Wiley,14679310,R&D Management,Hybrid,3450,2023
Wiley,1944799X,Radio Science,Hybrid,3700,2023
Wiley,10982418,Random Structures & Algorithms,Hybrid,4330,2023
Wiley,10970231,Rapid Communications in Mass Spectrometry,Hybrid,4840,2023
Wiley,14679329,Ratio,Hybrid,2630,2023
Wiley,14679337,Ratio Juris,Hybrid,2630,2023
Wiley,19362722,Reading Research Quarterly,Hybrid,3200,2023
Wiley,15406229,Real Estate Economics,Hybrid,3090,2023
Wiley,17577802,Regional Science Policy & Practice,Hybrid,2630,2023
Wiley,17485991,Regulation & Governance,Hybrid,4070,2023
Wiley,17498171,Religion Compass,Hybrid,2630,2023
Wiley,17480922,Religious Studies Review,Hybrid,2630,2023
Wiley,15206831,Remediation,Hybrid,3140,2023
Wiley,14774658,Renaissance Studies,Hybrid,2630,2023
Wiley,14390531,Reproduction in Domestic Animals,Hybrid,4220,2023
Wiley,1098240X,Research in Nursing & Health,Hybrid,3760,2023
Wiley,17592887,Research Synthesis Methods,Hybrid,3400,2023
Wiley,17513928,Resource Geology,Hybrid,3190,2023
Wiley,14401843,Respirology,Hybrid,4330,2023
Wiley,1526100X,Restoration Ecology,Hybrid,3300,2023
Wiley,14679361,Review of Development Economics,Hybrid,3040,2023
Wiley,20496613,Review of Education,Hybrid,3140,2023
Wiley,20500394,"Review of European, Comparative & International Environmental Law",Hybrid,3400,2023
Wiley,18735924,Review of Financial Economics,Hybrid,3140,2023
Wiley,14754991,Review of Income and Wealth,Hybrid,2990,2023
Wiley,14679396,Review of International Economics,Hybrid,3040,2023
Wiley,15411338,Review of Policy Research,Hybrid,3140,2023
Wiley,17535131,Reviews in Aquaculture,Hybrid,4070,2023
Wiley,10991654,Reviews in Medical Virology,Hybrid,4430,2023
Wiley,14679418,Reviews in Religion & Theology,Hybrid,2940,2023
Wiley,19449208,Reviews of Geophysics,Hybrid,3700,2023
Wiley,15649148,Revista Internacional del Trabajo,Hybrid,2630,2023
Wiley,15649121,Revue internationale du Travail,Hybrid,2630,2023
Wiley,15396924,Risk Analysis,Hybrid,4430,2023
Wiley,15406296,Risk Management and Insurance Review,Hybrid,3090,2023
Wiley,19444079,"Risk, Hazards & Crisis in Public Policy(Electronic)",Hybrid,2630,2023
Wiley,15351467,River Research and Applications,Hybrid,4330,2023
Wiley,15490831,Rural Sociology,Hybrid,3350,2023
Wiley,14716712,Scandinavian Journal of Caring Sciences,Hybrid,3090,2023
Wiley,13653083,Scandinavian Journal of Immunology,Hybrid,4070,2023
Wiley,16000838,Scandinavian Journal of Medicine & Science in Sports,Hybrid,4120,2023
Wiley,14679450,Scandinavian Journal of Psychology,Hybrid,4120,2023
Wiley,14679469,Scandinavian Journal of Statistics,Hybrid,3400,2023
Wiley,14679477,Scandinavian Political Studies,Hybrid,2680,2023
Wiley,19498594,School Science and Mathematics,Hybrid,2550,2023
Wiley,1098237X,Science Education,Hybrid,3860,2023
Wiley,14679485,Scottish Journal of Political Economy,Hybrid,2630,2023
Wiley,24756725,Security and Privacy,Hybrid,3140,2023
Wiley,13653091,Sedimentology,Hybrid,4050,2023
Wiley,1525139X,Seminars in Dialysis,Hybrid,3550,2023
Wiley,25731815,Separation Science Plus,Hybrid,3140,2023
Wiley,26395355,"Sexuality, Gender & Policy",Hybrid,3140,2023
Wiley,14679493,Singapore Journal of Tropical Geography,Hybrid,2630,2023
Wiley,16136829,Small,Hybrid,5250,2023
Wiley,23669608,Small Methods,Hybrid,4020,2023
Wiley,17519004,Social and Personality Psychology Compass,Hybrid,3090,2023
Wiley,14679507,Social Development,Hybrid,3240,2023
Wiley,17512409,Social Issues and Policy Review,Hybrid,3450,2023
Wiley,14679515,Social Policy & Administration,Hybrid,4330,2023
Wiley,15406237,Social Science Quarterly,Hybrid,2730,2023
Wiley,14679523,Sociologia Ruralis,Hybrid,3660,2023
Wiley,15737861,Sociological Forum,Hybrid,2940,2023
Wiley,1475682X,Sociological Inquiry,Hybrid,2630,2023
Wiley,17519020,Sociology Compass,Hybrid,3040,2023
Wiley,14679566,Sociology of Health & Illness,Hybrid,4330,2023
Wiley,10991689,"Software Testing, Verification & Reliability",Hybrid,3760,2023
Wiley,1097024X,Software: Practice and Experience,Hybrid,4220,2023
Wiley,14350661,Soil Science Society of America Journal,Hybrid,1350,2023
Wiley,14752743,Soil Use and Management,Hybrid,3850,2023
Wiley,2367198X,Solar RRL,Hybrid,4020,2023
Wiley,20546750,Sonography,Hybrid,2630,2023
Wiley,23258012,Southern Economic Journal,Hybrid,2730,2023
Wiley,17544505,Special Care in Dentistry,Hybrid,2940,2023
Wiley,1521379X,Starch,Hybrid,4020,2023
Wiley,20491573,Stat,Hybrid,3550,2023
Wiley,14679574,Statistica Neerlandica,Hybrid,3450,2023
Wiley,19321872,Statistical Analysis and Data Mining,Hybrid,3760,2023
Wiley,10970258,Statistics in Medicine,Hybrid,4940,2023
Wiley,18670539,Steel Construction: Design and Research,Hybrid,3140,2023
Wiley,1869344X,Steel Research International,Hybrid,4020,2023
Wiley,14751305,Strain,Hybrid,4220,2023
Wiley,10991697,Strategic Change: Briefings in EntrepreneurialFinance,Hybrid,3140,2023
Wiley,1932443X,Strategic Entrepreneurship Journal,Hybrid,3710,2023
Wiley,10970266,Strategic Management Journal,Hybrid,3860,2023
Wiley,15322998,Stress and Health,Hybrid,4070,2023
Wiley,17517648,Structural Concrete,Hybrid,3710,2023
Wiley,14679582,Studia Linguistica,Hybrid,2630,2023
Wiley,14679590,Studies in Applied Mathematics,Hybrid,4120,2023
Wiley,17549469,Studies In Ethnicity and Nationalism,Hybrid,3140,2023
Wiley,17284465,Studies in Family Planning,Hybrid,3190,2023
Wiley,1943278X,Suicide and Life-Threatening Behavior,Hybrid,3350,2023
Wiley,14679604,Support for Learning,Hybrid,3140,2023
Wiley,10969918,Surface and Interface Analysis,Hybrid,3350,2023
Wiley,17441633,Surgical Practice,Hybrid,2630,2023
Wiley,10991719,Sustainable Development,Hybrid,3860,2023
Wiley,16626370,Swiss Political Science Review,Hybrid,2990,2023
Wiley,15338665,Symbolic Interaction,Hybrid,3450,2023
Wiley,10982396,Synapse,Hybrid,3240,2023
Wiley,14679612,Syntax,Hybrid,2940,2023
Wiley,10991727,System Dynamics Review,Hybrid,3040,2023
Wiley,13653113,Systematic Entomology,Hybrid,4300,2023
Wiley,15206858,Systems Engineering,Hybrid,3140,2023
Wiley,10991743,Systems Research and Behavioral Science,Hybrid,3040,2023
Wiley,19968175,TAXON,Hybrid,2630,2023
Wiley,14679639,Teaching Statistics,Hybrid,2630,2023
Wiley,14679647,Teaching Theology & Religion,Hybrid,2630,2023
Wiley,19449194,Tectonics,Hybrid,3700,2023
Wiley,13653121,Terra Nova,Hybrid,3760,2023
Wiley,19493533,TESOL Journal,Hybrid,2580,2023
Wiley,15457249,TESOL Quarterly,Hybrid,2580,2023
Wiley,15367150,The American Journal of Economics and Sociology,Hybrid,2630,2023
Wiley,15210391,The American Journal on Addictions,Hybrid,3550,2023
Wiley,19328494,The Anatomical Record,Hybrid,4020,2023
Wiley,14678462,The Australian Economic Review,Hybrid,2630,2023
Wiley,14678489,The Australian Journal of Agricultural and Resource Economics,Hybrid,2580,2023
Wiley,17576547,The Australian Journal of Anthropology,Hybrid,2730,2023
Wiley,14684446,The British Journal of Sociology,Hybrid,3660,2023
Wiley,15410064,The Canadian Geographer/Le Geographe Canadien,Hybrid,2830,2023
Wiley,1939019X,The Canadian Journal of Chemical Engineering,Hybrid,3450,2023
Wiley,1708945X,The Canadian Journal of Statistics/La revue canadienne de statistique,Hybrid,2830,2023
Wiley,21610045,The Career Development Quarterly,Hybrid,2630,2023
Wiley,15280691,The Chemical Record,Hybrid,4530,2023
Wiley,14693704,The Curriculum Journal,Hybrid,3140,2023
Wiley,17461049,The Developing Economies,Hybrid,2630,2023
Wiley,14680289,The Economic History Review,Hybrid,3600,2023
Wiley,17586623,The Ecumenical Review,Hybrid,2630,2023
Wiley,16814835,The Electronic Journal of Information Systems in Developing Countries,Hybrid,4120,2023
Wiley,14602075,The EMBO Journal,Hybrid,6100,2023
Wiley,15306860,The FASEB Journal,Hybrid,3390,2023
Wiley,17424658,The FEBS Journal,Hybrid,4580,2023
Wiley,15406288,The Financial Review,Hybrid,2630,2023
Wiley,14754959,The Geographical Journal,Hybrid,3660,2023
Wiley,17561183,The German Quarterly,Hybrid,2630,2023
Wiley,14682265,The Heythrop Journal,Hybrid,2630,2023
Wiley,20591101,The Howard Journal of Crime and Justice,Hybrid,3140,2023
Wiley,10991751,The International Journal of Health Planning and Management,Hybrid,3760,2023
Wiley,1478596X,The International Journal of Medical Robotics and Computer Assisted Surgery,Hybrid,4020,2023
Wiley,1542734X,The Journal of American Culture,Hybrid,2630,2023
Wiley,10969861,The Journal of Comparative Neurology,Hybrid,4940,2023
Wiley,21626057,The Journal of Creative Behavior,Hybrid,2630,2023
Wiley,13468138,The Journal of Dermatology,Hybrid,3630,2023
Wiley,15406261,The Journal of Finance,Hybrid,4020,2023
Wiley,14756803,The Journal of Financial Research,Hybrid,3140,2023
Wiley,10969934,The Journal of Futures Markets,Hybrid,2940,2023
Wiley,15212254,The Journal of Gene Medicine,Hybrid,4070,2023
Wiley,21611939,The Journal of Humanistic Counseling,Hybrid,2630,2023
Wiley,14676451,The Journal of Industrial Economics,Hybrid,3040,2023
Wiley,10969896,The Journal of Pathology,Hybrid,4940,2023
Wiley,14697793,The Journal of Physiology,Hybrid,4940,2023
Wiley,14679760,The Journal of Political Philosophy,Hybrid,3660,2023
Wiley,15405931,The Journal of Popular Culture,Hybrid,2630,2023
Wiley,17480361,The Journal of Rural Health,Hybrid,4070,2023
Wiley,19372817,The Journal of Wildlife Management,Hybrid,4070,2023
Wiley,17471796,The Journal of World Intellectual Property,Hybrid,2630,2023
Wiley,15314995,The Laryngoscope,Hybrid,4840,2023
Wiley,14679957,The Manchester School,Hybrid,3040,2023
Wiley,14680009,The Milbank Quarterly,Hybrid,4020,2023
Wiley,15404781,The Modern Language Journal,Hybrid,3450,2023
Wiley,14781913,The Muslim World,Hybrid,2630,2023
Wiley,17444667,The Obstetrician & Gynaecologist,Hybrid,2630,2023
Wiley,14779730,The Photogrammetric Record,Hybrid,2940,2023
Wiley,1365313X,The Plant Journal,Hybrid,4940,2023
Wiley,1467923X,The Political Quarterly,Hybrid,3350,2023
Wiley,10970045,The Prostate,Hybrid,4380,2023
Wiley,17562171,The RAND Journal of Economics,Hybrid,3240,2023
Wiley,19362714,The Reading Teacher,Hybrid,2500,2023
Wiley,14679434,The Russian Review,Hybrid,2630,2023
Wiley,14679442,The Scandinavian Journal of Economics,Hybrid,3140,2023
Wiley,18136982,The South African Journal of Economics,Hybrid,2580,2023
Wiley,20416962,The Southern Journal of Philosophy,Hybrid,2630,2023
Wiley,15417808,The Structural Design of Tall and Special Buildings,Hybrid,4120,2023
Wiley,14679701,The World Economy,Hybrid,3240,2023
Wiley,17552567,Theoria,Hybrid,2940,2023
Wiley,17449987,Therapeutic Apheresis and Dialysis,Hybrid,3350,2023
Wiley,15206874,Thunderbird International Business Review,Hybrid,3140,2023
Wiley,14679663,Tijdschrift voor Economische en Sociale Geografie,Hybrid,3550,2023
Wiley,17568765,Topics in Cognitive Science,Hybrid,3140,2023
